,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Use_Promotion,Discount_Rate,Room_Rate
64,0,26,1,3,0,1,1,735778,735780,735777,1,3,0,2,1,1,2,2,0,1,15,179
65,0,26,0,0,2,1,1,735784,735785,735775,1,1,0,0,1,0,0,1,1,1,10,232
66,0,69,1,1,3,2,0,735784,735785,735782,1,1,2,0,0,0,2,0,1,1,30,127
67,1,56,0,0,2,1,0,735784,735785,735734,3,3,1,0,1,0,0,0,1,0,0,204
68,1,42,2,0,1,0,2,735765,735766,735695,3,1,0,0,1,0,0,1,0,1,10,174
69,0,61,3,0,1,0,2,735767,735769,735706,1,2,0,0,0,0,0,2,1,1,10,219
70,1,63,3,0,1,3,2,735782,735783,735721,1,3,0,0,0,0,0,0,1,1,30,146
71,0,65,0,3,1,0,2,735761,735762,735661,5,1,0,0,0,0,0,1,1,1,10,177
72,1,67,1,0,2,3,2,735784,735785,735783,1,2,1,2,0,0,0,2,0,0,0,214
73,1,55,2,1,2,2,1,735784,735786,735771,4,1,1,0,1,1,0,1,1,0,0,200
74,1,53,1,3,3,2,2,735758,735761,735710,4,1,1,0,0,0,0,0,0,0,0,186
75,0,22,3,2,0,1,2,735785,735786,735783,5,2,0,0,0,0,0,2,1,0,0,187
76,1,46,3,0,0,2,0,735744,735747,735699,2,2,1,0,0,0,0,2,1,1,30,212
77,0,40,1,3,1,2,0,735786,735788,735786,1,3,0,0,1,1,0,2,1,0,0,222
78,0,64,2,3,0,1,2,735786,735788,735716,4,1,0,0,0,0,0,1,1,1,20,121
79,1,44,3,0,0,0,0,735790,735791,735710,5,2,2,0,0,0,0,2,0,0,0,203
80,0,28,3,0,2,2,1,735791,735794,735695,1,2,1,0,1,0,1,2,0,1,5,227
81,1,40,0,0,1,1,0,735737,735738,735370,1,1,0,0,1,1,0,0,1,1,20,249
82,0,21,1,3,3,2,1,735792,735795,735431,2,2,1,0,0,0,0,1,1,1,20,243
83,0,62,2,1,1,2,2,735758,735759,735678,2,1,0,2,1,0,0,2,1,1,10,231
84,1,58,1,3,1,0,2,735792,735796,735697,2,1,0,2,0,0,2,0,1,1,25,169
85,0,34,2,0,2,2,1,735796,735797,735473,1,1,0,2,1,0,2,2,0,1,25,188
86,1,31,3,1,0,0,1,735796,735799,735730,2,2,0,0,0,0,2,2,1,1,10,100
87,1,37,1,0,2,0,1,735703,735706,735627,2,1,1,0,0,0,1,2,0,1,40,170
88,0,51,1,3,2,3,1,735783,735786,735774,2,1,1,0,0,0,0,1,0,1,20,146
89,1,47,2,1,0,3,2,735783,735784,735775,1,1,0,0,0,0,2,2,1,1,10,121
90,1,56,2,1,2,1,1,735783,735784,735783,2,1,0,0,0,0,0,1,1,0,0,102
91,1,51,0,1,2,2,2,735783,735785,735764,1,1,0,0,0,0,0,2,1,1,30,138
92,0,39,0,1,2,2,0,735783,735786,735777,1,1,0,0,0,0,2,0,0,1,20,242
93,1,29,1,0,1,3,2,735783,735785,735676,1,2,1,0,1,1,2,1,0,1,5,203
94,1,46,0,2,0,1,0,735744,735745,735636,2,1,0,0,1,1,0,0,1,0,0,235
95,0,66,0,3,1,3,0,735778,735779,735707,2,1,1,0,0,0,0,2,1,1,15,205
96,1,49,0,3,0,2,2,735731,735732,735669,1,2,1,0,0,0,0,2,1,1,5,215
97,0,38,2,3,3,3,0,735789,735791,735728,2,1,0,2,0,0,2,1,1,1,5,240
98,1,57,2,1,0,2,1,735789,735793,735692,3,1,0,0,0,0,0,2,1,1,30,226
99,1,46,3,0,1,2,1,735789,735791,735689,1,1,2,0,0,0,0,1,1,1,10,164
100,0,59,0,2,1,0,1,735786,735788,735784,4,2,0,0,0,0,1,2,0,1,25,204
101,0,23,1,0,2,2,1,735786,735790,735692,2,2,0,0,0,0,2,2,1,0,0,158
102,0,32,1,2,0,1,2,735789,735791,735699,2,2,0,0,1,1,0,0,1,1,15,204
103,1,28,2,2,2,2,0,735789,735790,735695,3,1,0,0,1,0,0,2,1,1,5,117
104,0,47,3,0,0,3,0,735790,735793,735691,3,1,0,0,0,0,0,1,1,1,15,209
105,1,52,0,1,2,0,2,735758,735759,735733,5,1,0,0,1,0,2,2,0,1,10,114
106,0,35,2,1,0,2,0,735738,735739,735666,2,2,0,2,0,0,0,1,1,1,5,229
107,0,48,3,3,1,1,2,735710,735712,735610,2,2,0,0,1,0,2,2,0,0,0,129
108,0,26,2,2,0,2,2,735790,735792,735677,4,1,0,0,0,0,0,2,1,1,25,189
109,0,30,3,0,2,2,2,735790,735791,735689,2,1,2,0,1,1,0,0,0,1,5,247
110,0,57,3,1,1,2,1,735790,735792,735706,3,3,0,0,1,0,0,1,1,0,0,245
111,0,19,3,0,2,1,1,735790,735791,735713,5,2,0,2,1,1,0,1,1,1,20,191
112,0,22,1,0,0,1,0,735790,735791,735739,2,2,0,0,1,0,0,0,1,0,0,214
113,1,60,3,0,2,0,2,735791,735794,735765,1,2,0,0,1,0,2,1,1,1,10,228
114,0,23,0,1,1,1,1,735730,735731,735630,2,1,0,0,0,0,0,2,1,1,20,238
115,1,55,1,3,1,0,0,735791,735792,735683,2,3,0,0,0,0,0,0,1,1,5,144
116,1,58,0,3,1,3,0,735793,735795,735703,2,1,0,0,0,0,0,2,0,1,10,216
117,1,31,3,3,1,2,2,735793,735797,735705,1,1,0,0,0,0,0,2,1,1,5,240
118,0,33,2,0,2,0,1,735793,735795,735716,3,1,1,2,0,0,2,1,1,0,0,123
119,0,41,1,2,0,1,2,735784,735785,735783,4,2,0,0,0,0,0,2,1,1,5,248
120,0,38,2,2,1,1,0,735784,735786,735756,5,1,1,0,0,0,0,1,1,1,25,217
121,0,24,0,0,1,3,0,735747,735749,735698,1,2,0,2,0,0,0,1,0,1,5,234
122,1,63,3,0,1,3,2,735783,735784,735748,3,1,0,0,1,1,1,2,1,1,5,120
123,0,58,0,2,1,0,1,735731,735733,735660,2,3,0,0,0,0,0,2,1,0,0,158
124,0,26,2,2,1,3,2,735765,735767,735734,2,1,1,0,0,0,0,0,1,0,0,168
125,1,20,1,2,2,0,1,735784,735786,735754,3,1,1,1,0,0,0,1,1,1,20,130
126,0,44,1,1,0,2,1,735784,735787,735779,1,1,0,0,0,0,0,1,1,1,5,203
127,0,38,1,3,1,3,1,735785,735787,735687,3,3,1,0,1,1,0,2,1,1,15,181
128,0,64,3,2,0,2,0,735785,735786,735785,1,1,1,0,0,0,0,2,1,1,15,165
129,0,29,0,0,2,2,2,735785,735786,735686,2,2,0,0,1,0,0,0,1,1,20,186
130,1,35,2,2,1,1,2,735785,735787,735687,4,1,0,0,0,0,0,1,1,1,10,130
131,1,53,2,1,0,2,1,735785,735787,735778,1,1,0,0,0,0,0,2,1,1,20,118
132,1,38,1,0,2,3,0,735780,735784,735779,3,1,1,0,0,0,0,2,0,0,0,123
133,0,22,0,2,0,2,0,735785,735786,735786,1,2,0,0,0,0,2,2,1,1,5,195
134,1,47,0,1,2,1,2,735785,735787,735778,1,2,0,0,1,1,0,2,1,0,0,109
135,0,69,3,1,3,2,1,735785,735787,735785,1,2,1,0,0,0,0,0,0,1,10,162
136,0,25,2,0,3,2,1,735785,735789,735787,1,1,0,0,0,0,1,2,1,1,25,179
137,0,22,3,2,1,0,0,735785,735788,735779,4,1,0,0,1,1,2,2,1,1,20,242
138,1,57,2,0,0,0,0,735780,735781,735776,1,1,0,0,0,0,0,1,0,1,15,244
139,0,68,0,1,3,2,0,735785,735787,735785,2,2,1,0,0,0,0,0,1,1,30,148
140,0,27,2,3,3,3,1,735786,735787,735743,2,2,1,2,1,1,2,0,0,0,0,176
141,0,24,3,0,2,2,0,735786,735788,735708,1,1,0,0,0,0,0,2,0,1,20,103
142,0,61,0,1,0,3,1,735788,735792,735695,4,1,0,0,1,0,0,2,1,1,20,122
143,1,36,1,3,0,3,1,735789,735790,735681,3,2,1,0,0,0,1,2,1,1,20,133
144,0,38,3,3,0,2,1,735789,735790,735760,4,1,1,0,0,0,2,2,1,0,0,158
145,1,70,1,0,1,0,1,735789,735790,735726,2,1,0,0,0,0,0,2,0,1,40,227
146,1,38,0,0,1,1,1,735790,735791,735752,1,2,0,0,1,0,0,2,0,1,25,114
147,1,58,0,1,0,2,0,735790,735791,735701,1,1,0,0,0,0,2,2,1,1,25,223
148,1,26,2,0,2,2,0,735766,735767,735733,2,2,0,0,0,0,0,0,1,1,30,201
149,1,37,0,0,0,1,2,735719,735720,735627,3,3,1,2,0,0,2,2,0,1,5,191
150,0,45,1,1,2,2,1,735791,735795,735698,5,1,0,2,0,0,2,2,1,1,5,190
151,1,29,1,2,0,3,0,735791,735792,735763,2,1,2,0,0,0,0,1,1,1,20,115
152,0,25,0,0,3,1,1,735687,735688,735587,2,2,0,2,0,0,2,1,1,0,0,176
153,0,54,1,0,1,1,2,735791,735792,735765,1,1,1,0,1,0,2,1,0,1,40,160
154,1,18,3,1,1,2,2,735793,735795,735787,3,1,1,0,0,0,0,0,1,1,10,150
155,1,54,1,0,1,1,2,735794,735796,735714,1,2,1,0,1,0,2,2,0,1,5,157
156,1,33,1,2,0,3,0,735794,735795,735701,2,3,0,0,0,0,0,2,1,1,10,188
157,0,35,0,0,1,2,2,735795,735796,735686,1,1,1,0,0,0,0,2,1,0,0,186
158,1,58,0,3,2,2,2,735798,735799,735703,2,2,0,2,1,1,0,0,1,0,0,172
159,1,24,1,0,0,0,1,735798,735801,735722,2,2,0,2,0,0,2,2,1,1,20,244
160,0,40,1,3,3,1,1,735790,735791,735676,1,1,1,0,0,0,0,2,0,1,20,241
161,0,29,2,3,3,1,2,735789,735791,735680,2,2,1,0,0,0,0,2,1,1,10,193
162,1,37,1,1,1,0,0,735789,735790,735739,1,2,0,0,0,0,0,1,1,1,20,151
163,1,34,3,0,1,3,0,735789,735792,735698,3,2,0,0,0,0,0,1,1,1,10,127
164,1,62,3,0,1,2,0,735789,735792,735711,2,3,0,2,0,0,0,0,1,1,5,184
165,1,50,3,0,1,2,2,735789,735791,735707,4,2,0,0,1,1,0,1,0,1,30,181
166,0,56,1,0,2,0,1,735789,735792,735741,1,2,0,0,1,1,2,2,1,1,5,145
167,0,43,3,2,2,2,2,735785,735786,735675,2,1,0,0,0,0,0,1,1,1,20,229
168,0,27,2,0,2,2,2,735785,735786,735786,3,2,0,0,0,0,2,2,0,0,0,150
169,0,23,1,0,2,1,0,735786,735787,735785,1,3,0,0,0,0,0,1,0,1,5,203
170,0,27,2,0,2,1,1,735787,735788,735781,2,1,0,0,1,0,2,2,0,0,0,173
171,1,23,0,2,0,1,0,735787,735788,735690,3,2,1,0,1,0,0,2,1,1,15,154
172,0,21,1,0,0,0,0,735788,735790,735695,2,2,0,0,0,0,1,2,0,1,20,115
173,0,69,3,0,3,2,1,735752,735753,735705,5,3,1,2,1,0,0,2,1,1,20,126
174,0,25,2,0,3,2,2,735789,735790,735724,3,1,0,2,0,0,0,1,1,1,20,233
175,0,33,3,0,3,2,0,735789,735790,735686,2,1,0,0,1,0,0,2,1,1,10,122
176,1,50,0,0,0,3,2,735790,735793,735765,3,2,1,0,0,0,0,1,0,1,25,154
177,0,41,0,0,1,2,1,735790,735794,735760,3,2,0,2,0,0,0,2,1,1,15,187
178,1,31,2,0,2,0,1,735791,735793,735695,2,2,0,2,1,1,0,2,1,1,5,167
179,0,26,2,0,0,2,0,735791,735794,735690,5,2,0,0,1,1,0,2,1,1,10,204
180,1,68,3,3,0,1,0,735792,735795,735727,3,1,1,2,1,1,0,0,1,0,0,128
181,1,50,2,2,0,2,2,735775,735777,735691,2,2,2,2,0,0,0,2,1,1,5,246
182,0,35,2,1,1,2,0,735792,735794,735536,3,1,0,0,0,0,0,0,0,1,30,211
183,0,31,1,0,2,1,2,735793,735796,735685,4,2,0,2,0,0,1,2,0,1,25,135
184,0,34,0,1,3,0,2,735732,735735,735641,1,3,2,0,1,1,1,0,0,1,20,117
185,1,26,1,2,0,1,0,735795,735796,735684,3,2,0,0,0,0,0,2,0,1,5,146
186,0,48,3,0,2,2,0,735795,735796,735696,1,1,0,0,1,0,2,1,1,0,0,165
187,0,51,2,1,2,2,0,735795,735797,735764,2,3,1,2,0,0,0,2,0,0,0,121
188,1,27,0,0,1,1,1,735795,735796,735699,2,1,0,2,0,0,0,1,0,1,40,166
189,0,40,3,3,1,1,1,735796,735799,735719,2,1,0,0,1,0,0,2,1,1,20,152
190,1,67,0,3,1,0,2,735799,735800,735710,2,3,0,0,0,0,0,2,1,1,15,126
191,0,33,3,0,0,0,1,735799,735800,735689,3,1,1,0,0,0,0,2,1,0,0,119
192,0,23,2,3,0,2,1,735792,735793,735728,4,2,0,0,1,1,2,2,0,0,0,122
193,1,61,0,1,0,2,0,735725,735726,735659,5,1,1,0,0,0,0,2,1,1,20,196
194,1,32,2,0,0,2,2,735789,735790,735735,5,3,2,0,1,0,0,0,1,0,0,249
195,1,19,2,1,1,2,2,735789,735790,735769,3,1,0,2,0,0,0,2,1,1,40,226
196,0,33,0,0,2,1,0,735786,735787,735779,2,3,0,0,1,1,0,2,1,1,30,228
197,0,44,0,3,3,0,2,735786,735789,735781,1,2,1,0,1,0,2,2,1,0,0,135
198,0,51,1,1,0,1,1,735787,735788,735788,5,1,0,0,0,0,0,2,0,0,0,128
199,1,51,1,0,1,2,1,735787,735790,735790,3,2,0,2,1,0,0,2,1,0,0,196
200,0,20,3,1,0,1,0,735787,735788,735788,4,1,0,0,0,0,2,2,1,1,10,162
201,0,56,0,2,2,0,1,735790,735792,735784,1,1,0,0,1,1,0,2,0,1,5,166
202,1,63,3,3,0,0,1,735790,735791,735725,1,2,0,0,1,0,0,0,1,1,25,112
203,1,18,1,3,1,3,1,735790,735792,735704,2,3,0,2,0,0,0,1,1,1,5,230
204,0,55,3,0,2,1,2,735790,735791,735791,4,3,1,0,1,0,1,1,1,1,5,243
205,1,65,1,2,1,1,0,735746,735747,735704,2,1,1,2,1,0,0,2,1,1,20,199
206,0,51,1,0,2,2,0,735701,735704,735616,2,2,1,2,0,0,0,2,1,1,10,139
207,1,68,2,1,1,1,1,735793,735794,735740,1,2,0,0,0,0,0,1,1,0,0,222
208,0,54,3,1,2,1,1,735682,735685,735393,3,2,0,0,0,0,0,2,1,1,20,202
209,0,18,3,2,0,3,2,735800,735801,735689,2,2,1,2,0,0,2,0,1,1,20,168
210,0,23,0,1,2,2,2,735790,735791,735723,2,3,1,0,1,0,0,2,1,1,20,240
211,0,45,0,0,2,3,2,735791,735792,735785,2,1,1,0,0,0,0,2,0,1,25,202
212,1,68,3,3,1,0,2,735791,735793,735792,5,2,0,0,0,0,0,2,1,1,10,102
213,0,35,1,0,0,2,0,735746,735750,735637,1,1,1,0,1,1,2,1,1,1,25,220
214,0,53,3,0,0,2,0,735791,735793,735788,2,2,0,0,0,0,2,2,1,1,5,225
215,0,60,3,3,3,0,2,735791,735794,735711,2,2,0,0,1,0,0,1,1,1,30,159
216,1,31,1,0,2,2,1,735778,735781,735676,2,1,0,0,1,1,0,2,1,1,10,247
217,0,42,1,0,0,3,1,735788,735789,735789,1,1,0,0,1,0,2,2,1,1,20,192
218,0,28,1,3,1,0,0,735787,735788,735787,2,2,0,0,0,0,0,2,1,1,20,150
219,0,67,3,2,1,2,2,735787,735788,735787,1,2,0,0,1,0,2,2,1,1,10,126
220,0,39,3,0,2,1,2,735789,735791,735790,2,1,0,0,0,0,1,2,1,0,0,173
221,0,25,2,2,3,2,2,735746,735750,735648,2,2,0,0,1,0,0,2,1,0,0,234
222,0,18,2,0,1,0,2,735793,735794,735681,2,1,1,0,1,1,0,2,0,1,5,243
223,0,40,0,2,2,1,1,735703,735704,735424,2,3,0,2,0,0,0,1,1,1,10,179
224,0,18,1,1,0,3,0,735794,735798,735702,2,2,1,0,0,0,0,0,1,0,0,108
225,1,25,2,0,0,1,0,735794,735797,735403,1,2,1,2,0,0,0,2,0,1,10,116
226,1,47,0,0,0,2,1,735794,735797,735764,2,2,1,2,0,0,0,2,0,1,20,247
227,0,50,3,0,0,2,0,735795,735798,735716,3,2,0,0,1,0,0,2,1,1,15,114
228,1,42,0,0,0,0,1,735796,735797,735697,2,2,0,0,0,0,0,1,1,1,5,191
229,0,33,0,2,1,2,0,735796,735798,735698,1,3,0,0,0,0,0,2,0,1,40,106
230,0,21,3,0,1,2,2,735789,735790,735773,2,3,0,0,1,0,0,2,1,1,10,230
231,1,24,3,0,0,2,1,735790,735792,735724,1,2,0,0,0,0,2,0,1,1,10,161
232,1,46,1,3,1,2,0,735790,735791,735779,2,2,2,0,1,0,2,0,1,0,0,247
233,0,33,0,1,1,0,1,735751,735752,735675,2,1,1,0,0,0,0,0,1,1,40,111
234,1,55,1,3,0,0,1,735765,735769,735745,1,2,1,0,0,0,2,2,1,1,10,179
235,0,68,1,0,3,0,1,735765,735766,735722,5,2,1,0,0,0,2,2,1,1,20,234
236,1,29,1,2,3,0,0,735791,735793,735715,5,2,1,0,0,0,2,1,0,1,5,141
237,1,39,3,1,3,2,2,735772,735774,735757,2,1,0,0,0,0,0,2,0,1,20,156
238,0,46,0,0,3,1,1,735776,735777,735674,2,2,0,0,1,0,0,1,1,1,15,232
239,1,62,0,1,0,3,2,735792,735793,735777,1,2,2,0,0,0,0,1,1,0,0,132
240,1,36,1,0,2,1,2,735793,735797,735783,2,2,0,0,0,0,2,2,0,1,25,113
241,1,22,3,1,1,2,0,735793,735794,735717,3,2,2,0,1,1,0,0,1,1,10,174
242,1,23,1,3,3,0,0,735795,735797,735707,5,3,2,0,0,0,0,2,1,1,10,217
243,1,46,0,1,0,0,2,735795,735796,735706,3,1,0,0,0,0,1,0,1,0,0,244
244,1,67,2,0,3,2,2,735795,735796,735706,2,2,0,0,0,0,0,2,1,1,30,245
245,0,51,3,3,0,2,2,735795,735796,735430,1,2,0,2,0,0,0,2,0,1,10,171
246,0,41,1,0,0,1,0,735795,735796,735547,5,2,0,2,0,0,0,1,1,1,5,247
247,0,43,0,0,3,2,1,735731,735733,735664,2,1,0,2,0,0,0,1,1,1,15,239
248,1,57,0,0,0,2,0,735790,735793,735783,1,3,0,0,1,0,2,1,1,1,5,225
249,1,58,2,1,2,1,0,735791,735792,735770,3,2,0,0,1,1,2,2,1,1,10,231
250,0,37,2,2,1,0,0,735791,735792,735701,4,2,0,0,0,0,0,2,1,0,0,182
251,0,69,1,0,2,1,2,735791,735795,735772,2,1,1,0,0,0,0,2,0,1,20,202
252,1,38,3,2,2,2,1,735791,735793,735782,2,1,0,0,0,0,0,2,0,1,25,209
253,1,39,2,0,1,3,2,735791,735792,735789,1,3,0,0,0,0,0,2,1,1,20,201
254,0,41,0,1,2,2,2,735791,735792,735779,1,3,2,2,0,0,0,2,1,1,5,107
255,0,48,1,2,2,2,0,735791,735792,735684,2,1,0,0,0,0,2,1,1,1,15,160
256,1,62,1,0,1,2,0,735791,735792,735701,2,2,0,0,0,0,0,1,1,1,20,212
257,0,25,2,1,1,2,0,735792,735793,735756,2,2,0,0,0,0,0,1,0,1,20,136
258,0,58,3,0,2,1,1,735792,735793,735772,4,1,0,0,1,1,0,2,1,1,20,125
259,1,59,3,3,2,2,2,735792,735793,735687,1,2,0,0,0,0,0,1,0,1,10,196
260,0,59,2,2,0,0,1,735793,735794,735764,1,1,0,1,0,0,2,1,1,1,5,149
261,1,66,3,3,1,1,1,735793,735795,735765,1,1,0,1,0,0,0,2,0,1,25,237
262,1,19,2,3,2,3,1,735778,735779,735728,2,2,0,0,0,0,0,2,1,1,10,223
263,1,55,0,2,0,3,1,735794,735795,735716,2,1,1,0,0,0,2,1,1,0,0,208
264,1,51,2,3,2,2,2,735794,735795,735774,2,2,0,2,0,0,0,2,1,1,25,197
265,0,57,0,1,2,3,2,735794,735796,735761,1,1,1,0,1,0,2,0,1,0,0,138
266,0,65,0,0,0,2,2,735796,735798,735720,1,1,0,2,0,0,0,1,1,1,25,238
267,1,65,1,2,0,2,0,735796,735798,735767,3,1,2,2,1,0,2,2,0,1,10,115
268,0,58,1,3,3,0,2,735796,735798,735720,2,2,1,2,1,0,0,1,0,1,20,233
269,0,23,1,0,2,0,0,735796,735797,735719,2,2,0,2,0,0,2,1,1,0,0,197
270,1,43,0,0,0,3,1,735796,735797,735753,2,1,0,2,0,0,2,1,1,0,0,114
271,1,69,1,3,3,1,2,735796,735799,735765,5,2,0,2,0,0,2,2,1,0,0,182
272,1,64,2,1,1,1,2,735796,735799,735712,2,1,0,1,0,0,0,2,1,0,0,244
273,1,58,0,3,2,2,0,735797,735798,735787,3,3,1,0,0,0,0,2,0,1,25,143
274,1,66,0,0,0,0,0,735798,735800,735685,2,2,0,0,0,0,2,2,1,1,5,134
275,1,47,0,0,0,2,1,735799,735800,735714,2,2,1,0,0,0,0,2,1,1,10,123
276,0,38,0,3,2,0,1,735800,735801,735760,2,3,0,0,0,0,2,1,1,0,0,128
277,1,47,2,0,0,0,1,735802,735803,735771,2,3,0,0,1,0,2,1,1,1,10,235
278,0,57,0,1,3,2,0,735796,735797,735763,5,1,0,2,0,0,0,0,1,1,15,240
